cod_art;ref_prove;des_art;cod_cat;descrip;Cats;Fabricante;precio_v;p.Activo;ruta_img;SHOW_PRICE;codigo
9985;100875934;SUMA QUICK FOAM D1.6 (6U);;;;DIVERSEY ESPAÑA, S.L.;25,7;1;;0;
9990;100876968;SUMA SINK DET EASYPACK D1.8 (200X25ML);;;;DIVERSEY ESPAÑA, S.L.;70,44;1;;0;
9995;100876964;SUMA DELIME EASYPACK D5.7 25X25GR;;;;DIVERSEY ESPAÑA, S.L.;0;1;;0;
9996;100876972;SUMA FLOOR EASYPACK D2.5 170X47,5ML;;;;DIVERSEY ESPAÑA, S.L.;94,34;1;;0;
9997;100879935;SUMA ALL-IN ONE EASYPACK D2.3 200X20ML;;;;DIVERSEY ESPAÑA, S.L.;71,98;1;;0;
10005;100887128;SUMA MULT DESINF. D10 (SUMA BAC) (2U.X5L.);186;DESINFECTANTES COCINA;0,106,186;DIVERSEY ESPAÑA, S.L.;65,36;1;C:\SALIDA\img\010005.JPG;0;186
10018;100887636;SUMA CHLORSAN D10-4 (20L.);186;DESINFECTANTES COCINA;0,106,186;DIVERSEY ESPAÑA, S.L.;50,63;1;;0;186
10019;1204470;BOTELLA KIT 2L SUMA D1 REFILL 3PC W (3bot+;;;;DIVERSEY ESPAÑA, S.L.;70,55;1;;0;
10020;426430;PRO-TECT X50 PC;191;AUDITORIAS;0,106,191;DIVERSEY ESPAÑA, S.L.;275,97;1;;0;191
10021;100863120;SUMA CHLORSAN HC D10.4  (2X5l);186;DESINFECTANTES COCINA;0,106,186;DIVERSEY ESPAÑA, S.L.;28,31;1;;0;186
10023;1204473;BTL KIT 2L SUMA D9 REFILL 3PC SE, GB;;;;DIVERSEY ESPAÑA, S.L.;77,45;1;;0;
10025;7518583;KIT DETERMINACION PPM CLORO (1 UNIDAD);191;AUDITORIAS;0,106,191;DIVERSEY ESPAÑA, S.L.;7,84;1;C:\SALIDA\img\010025.JPG;0;191
10031;1204471;BTL KIT 2L SUMA D2 REFILL 3PC W (3bot+3dos;;;;DIVERSEY ESPAÑA, S.L.;70,55;1;;0;
10032;;GRIFO ESP.AIREACION;286;ACCESORIOS PARA DOSIFICACION;0,115,286;DIVERSEY ESPAÑA, S.L.;4,69;1;;0;286
10033;1204472;BTL KIT 2L SUMA D4 REFILL 3PC W (3bot+3dos;;;;DIVERSEY ESPAÑA, S.L.;70,55;1;;0;
10034;;BM-4 BOMBA MANUAL PARA BIDON 5L-4ML;286;ACCESORIOS PARA DOSIFICACION;0,115,286;DIVERSEY ESPAÑA, S.L.;6,64;1;;0;286
10035;7520080;SAL DESCALCIFICADORA  SACO  DE 25KG;;;;DIVERSEY ESPAÑA, S.L.;23,79;1;;0;
10037;1204365;BTL KIT 0.75L. SUMA D2 DIVERMITE (6bot+6pu;220;BOTELLAS DIVERMITE;0,109,220;DIVERSEY ESPAÑA, S.L.;66,67;1;;0;220
10038;1204466;BTL KIT 0.75L. SUMA D4 REFILL 6P (6bot+6pu;220;BOTELLAS DIVERMITE;0,109,220;DIVERSEY ESPAÑA, S.L.;66,67;1;;0;220
10039;1204366;BTL KIT 0.75L. SUMA D10 DIVERMIT (6bot+6pu;220;BOTELLAS DIVERMITE;0,109,220;DIVERSEY ESPAÑA, S.L.;66,67;1;;0;220
10041;7516571;FOAM TRIGGER WHITE 2L 1PC;;;;DIVERSEY ESPAÑA, S.L.;12,91;1;;0;
10043;68284;SPRAY-TRIGGERPRO 750ML. WHITTE/WHITTE FOAM (;280;BOTELLAS Y PULVERIZADORES;0,115,280;DIVERSEY ESPAÑA, S.L.;4,44;1;;0;280
10044;;BM-4 BOMBA MANUAL P.BIDÓN 5L.-30ML. (UNIDA;286;ACCESORIOS PARA DOSIFICACION;0,115,286;DIVERSEY ESPAÑA, S.L.;12,62;1;;0;286
10045;1204366;BTL KIT 0,75L.SUMA D10 DIVERMITE 1BOT+1PUL;220;BOTELLAS DIVERMITE;0,109,220;DIVERSEY ESPAÑA, S.L.;11,11;1;;0;220
10048;;TERMOMETRO PENETRACION RAPIDA ACCION;191;AUDITORIAS;0,106,191;DIVERSEY ESPAÑA, S.L.;94,65;1;C:\SALIDA\img\010048.JPG;0;191
10053;;BM-4 BOMBA MANUAL PARA BIDON DE 20L-30ML;286;ACCESORIOS PARA DOSIFICACION;0,115,286;DIVERSEY ESPAÑA, S.L.;12,95;1;;0;286
10058;1204365;BTL KIT 0.75L. SUMA D2 DIVERMITE (bot+pulv);220;BOTELLAS DIVERMITE;0,109,220;DIVERSEY ESPAÑA, S.L.;11,11;1;;0;220
10092;7522648;CLAX ALFA 31A1 (950L);227;BLANQUEANTES;0,110,227;DIVERSEY ESPAÑA, S.L.;3799,78;1;;0;227
10093;6973409;CLAX BUILD 12B1 (900L.);229;COMPONENTES LAVANDERIA;0,110,229;DIVERSEY ESPAÑA, S.L.;4143,62;1;;0;229
10111;6973272;CLAX ALEGRO 1AL1 (20L);229;COMPONENTES LAVANDERIA;0,110,229;DIVERSEY ESPAÑA, S.L.;95;1;C:\SALIDA\img\010111.JPG;0;229
10118;7518142;CLAX 100  COLOR 22B1 20 L W87;229;COMPONENTES LAVANDERIA;0,110,229;DIVERSEY ESPAÑA, S.L.;157,3;1;C:\SALIDA\img\010118.JPG;0;229
10123;6965300;CLAX DIAMOND 3GL1 (20L);226;DETERGENTES LIQUIDOS;0,110,226;DIVERSEY ESPAÑA, S.L.;149,36;1;C:\SALIDA\img\010123.JPG;0;226
10127;7522351;CLAX ACTIV CONC 42C1 (10KG);227;BLANQUEANTES;0,110,227;DIVERSEY ESPAÑA, S.L.;47,5;1;C:\SALIDA\img\010127.JPG;0;227
10131;6973314;CLAX PEROXY 4DP1 (10KG);227;BLANQUEANTES;0,110,227;DIVERSEY ESPAÑA, S.L.;95,86;1;C:\SALIDA\img\010131.JPG;0;227
10133;7517240;CLAX SELECTA 3ZP10 (20KG);222;DETERGENTES EN POLVO;0,110,222;DIVERSEY ESPAÑA, S.L.;83,22;1;;0;222
10136;100838012;CLAX NEUTRAPUR 6GL1 (20L);228;NEUTRALIZANTES;0,110,228;DIVERSEY ESPAÑA, S.L.;57,4;1;C:\SALIDA\img\010136.JPG;0;228
10137;7508419;CLAX REVITA 3ZP4 (20KG);223;DETERGENTES COMPLETOS;0,110,223;DIVERSEY ESPAÑA, S.L.;74,59;1;;0;223
10139;7522390;CLAX SOFT 3-IN-1 53A1 (20L);230;SUAVIZANTES;0,110,230;DIVERSEY ESPAÑA, S.L.;87,76;1;C:\SALIDA\img\010139.JPG;0;230
10141;7518144;CLAX 100 COLOR 22B1 (2UX5L);229;COMPONENTES LAVANDERIA;0,110,229;DIVERSEY ESPAÑA, S.L.;92,59;1;;0;229
10142;6973441;CLAX 500 12E1 (25KG);225;ESPECIALIDADES;0,110,225;DIVERSEY ESPAÑA, S.L.;109,33;1;C:\SALIDA\img\7010142 Suma Crystal.jpg;0;225
10144;7508420;CLAX EXTRA 3ZP5 (20KG);223;DETERGENTES COMPLETOS;0,110,223;DIVERSEY ESPAÑA, S.L.;86,04;1;C:\SALIDA\img\010144.JPG;0;223
10146;6973274;CLAX BUILD 12B1 (20L.);229;COMPONENTES LAVANDERIA;0,110,229;DIVERSEY ESPAÑA, S.L.;109,03;1;C:\SALIDA\img\010146.JPG;0;229
10147;7521350;CLAX ALPHA 31A1  (20L.);229;COMPONENTES LAVANDERIA;0,110,229;DIVERSEY ESPAÑA, S.L.;91,34;1;C:\SALIDA\img\010147.JPG;0;229
10148;100834346;CLAX HYPO 42A1 (20L.);227;BLANQUEANTES;0,110,227;DIVERSEY ESPAÑA, S.L.;47,56;1;C:\SALIDA\img\010148.JPG;0;227
10149;7508423;CLAX EXPEL 3ZP8 (20KG);222;DETERGENTES EN POLVO;0,110,222;DIVERSEY ESPAÑA, S.L.;113,52;1;;0;222
10152;7510948;CLAX PERSONRIL 43A1 (20L.);227;BLANQUEANTES;0,110,227;DIVERSEY ESPAÑA, S.L.;131,07;1;C:\SALIDA\img\010152.JPG;0;227
10154;100855919;CLAX 200 COLOR 24B1 (2X5L);;;;DIVERSEY ESPAÑA, S.L.;118,45;1;;0;
10156;100855920;CLAX 200 COLOR 24B1 (20L);;;;DIVERSEY ESPAÑA, S.L.;237,18;1;C:\SALIDA\img\010156.JPG;0;
10158;7509567;CLAX ELEGANT 3CL2 (2X5L);226;DETERGENTES LIQUIDOS;0,110,226;DIVERSEY ESPAÑA, S.L.;75,5;1;C:\SALIDA\img\010158.JPG;0;226
10159;6973291;CLAX MILD 3RL1(20L);226;DETERGENTES LIQUIDOS;0,110,226;DIVERSEY ESPAÑA, S.L.;168,11;1;C:\SALIDA\img\010159.JPG;0;226
10162;;CLAX 6FL1 (DIVERCID 6F) (2X5L);228;NEUTRALIZANTES;0,110,228;DIVERSEY ESPAÑA, S.L.;71,64;1;C:\SALIDA\img\010162.JPG;0;228
10164;100837937;CLAX MILD COLOR 33D1 (20L.);226;DETERGENTES LIQUIDOS;0,110,226;DIVERSEY ESPAÑA, S.L.;179,59;1;;0;226
10165;7522273;CLAX SOFT FRESH 5OA1 (2X5L);230;SUAVIZANTES;0,110,230;DIVERSEY ESPAÑA, S.L.;19,38;1;;0;230
10171;100834348;CLAX HYPO 42A1 (950L.);227;BLANQUEANTES;0,110,227;DIVERSEY ESPAÑA, S.L.;1989,07;1;;0;227
10173;7522282;CLAX SOFT FRESH CONC 50B1 20L;230;SUAVIZANTES;0,110,230;DIVERSEY ESPAÑA, S.L.;69,38;1;C:\SALIDA\img\010173.JPG;0;230
10176;7522275;CLAX SOFT FRESH 50A1 (20 L);230;SUAVIZANTES;0,110,230;DIVERSEY ESPAÑA, S.L.;39,52;1;C:\SALIDA\img\010176.JPG;0;230
10179;7522281;CLAX SOFT FRESH 50A1 (950L.)  W1605;230;SUAVIZANTES;0,110,230;DIVERSEY ESPAÑA, S.L.;1519,29;1;;0;230
10182;6973275;CLAX SIGMA 1CL1 (20L);;;;DIVERSEY ESPAÑA, S.L.;113,04;1;C:\SALIDA\img\010182.JPG;0;
10183;;CLAX SINOX 7XP1 (1x14KG);227;BLANQUEANTES;0,110,227;DIVERSEY ESPAÑA, S.L.;121,53;1;;0;227
10184;6973281;CLAX PROFI 36A1 20L;223;DETERGENTES COMPLETOS;0,110,223;DIVERSEY ESPAÑA, S.L.;137,32;1;C:\SALIDA\img\010184.JPG;0;223
10186;7508401;CLAX PASTA 2BF1 (10L) S&MWE;225;ESPECIALIDADES;0,110,225;DIVERSEY ESPAÑA, S.L.;54,81;1;C:\SALIDA\img\010186.JPG;0;225
10199;7521369;CLAX BUILD FORTE 12C1 20L;;;;DIVERSEY ESPAÑA, S.L.;109,03;1;;0;
10205;7514537;CLAX REVOFLOW PRO 35X1 (3X4K);231;SISTEMA REVOFLOW;0,110,231;DIVERSEY ESPAÑA, S.L.;148,61;1;;0;231
10211;7517008;CLAX SONRIL CONC 4EL2 20L;227;BLANQUEANTES;0,110,227;DIVERSEY ESPAÑA, S.L.;72,9;1;;0;227
10213;6973381;CLAX PERSONRIL 43AA1 200L;227;BLANQUEANTES;0,110,227;DIVERSEY ESPAÑA, S.L.;1266,3;1;;0;227
10214;7517420;CLAX STAIN REMOVER 7PL1 4X0,5L W114;;;;DIVERSEY ESPAÑA, S.L.;122,72;1;;0;
10216;7522441;CLAX RUST 61A1 2X5L;;;;DIVERSEY ESPAÑA, S.L.;64,84;1;;0;
10226;100867265;CLAX DEOSOFT EASY2IRON CONC 57B1 2UX5L;;;;DIVERSEY ESPAÑA, S.L.;41,56;1;;0;
10227;100867264;CLAX DEOSOFT EASY2IRON CONC 57B1 20L;;;;DIVERSEY ESPAÑA, S.L.;83,1;1;;0;
10265;7514540;CLAX REVOFLOW ALC 10X1 (3X4K);231;SISTEMA REVOFLOW;0,110,231;DIVERSEY ESPAÑA, S.L.;119,73;1;;0;231
10285;7517647;CLAX REVOFLOW ENZI  20X1 (3X4L.);231;SISTEMA REVOFLOW;0,110,231;DIVERSEY ESPAÑA, S.L.;181,51;1;;0;231
10301;7522088;CLAX NTR 62B1 (20L);228;NEUTRALIZANTES;0,110,228;DIVERSEY ESPAÑA, S.L.;83,17;1;;0;228
10305;7514544;CLAX REVOFLOW CLOR  4XP1 (3X4K);231;SISTEMA REVOFLOW;0,110,231;DIVERSEY ESPAÑA, S.L.;192,5;1;;0;231
10306;7514543;CLAX REVOFLOW OXI  43X2  3x4KG;231;SISTEMA REVOFLOW;0,110,231;DIVERSEY ESPAÑA, S.L.;134,79;1;;0;231
10307;7514543;CLAX REVOFLOW OXI  43X2  4KG;231;SISTEMA REVOFLOW;0,110,231;DIVERSEY ESPAÑA, S.L.;44,93;1;;0;231
10410;7517816;JONCLEAN EXCELL (ENV 20L.);247;DETERGENTES ALCALINOS;0,112,247;DIVERSEY ESPAÑA, S.L.;73,55;1;;0;247
10610;100856086;JONCLEAN 800 (20L.);247;DETERGENTES ALCALINOS;0,112,247;DIVERSEY ESPAÑA, S.L.;64,46;1;;0;247
10910;7516694;JONCLEAN 900 (ENVASE 20L);247;DETERGENTES ALCALINOS;0,112,247;DIVERSEY ESPAÑA, S.L.;91,4;1;;0;247
11110;7517693;JONCLEAN 600 (20L);247;DETERGENTES ALCALINOS;0,112,247;DIVERSEY ESPAÑA, S.L.;41,37;1;;0;247
11210;7517695;JONCLEAN 600 (950L);247;DETERGENTES ALCALINOS;0,112,247;DIVERSEY ESPAÑA, S.L.;1677;1;;0;247
11805;;JONCLEAN 300 (20L);248;DETERGENTES ACIDOS;0,112,248;DIVERSEY ESPAÑA, S.L.;61,57;1;;0;248
11905;7517400;JONCLEAN 13 (20L.);248;DETERGENTES ACIDOS;0,112,248;DIVERSEY ESPAÑA, S.L.;47,92;1;;0;248
12060;7517710;JONCLEAN BOXES L (ENV 20L.);247;DETERGENTES ALCALINOS;0,112,247;DIVERSEY ESPAÑA, S.L.;57,27;1;;0;247
12310;;JONCLEAN SELMATIC (20L);249;CHAMPUES;0,112,249;DIVERSEY ESPAÑA, S.L.;44,33;1;;0;249
12405;;JONCLEAN SELKAR (20L.);249;CHAMPUES;0,112,249;DIVERSEY ESPAÑA, S.L.;48,42;1;;0;249
12510;;JONCLEAN SUPERACTIVADO (ENV 20L.);249;CHAMPUES;0,112,249;DIVERSEY ESPAÑA, S.L.;87,63;1;;0;249
12650;100857903;JONCLEAN WAX (20L);196;CERAS Y EMULSIONES;0,107,196;DIVERSEY ESPAÑA, S.L.;77,54;1;;0;196
12910;7518833;JONCLEAN POLISH 2 BOMBONA 20L.;250;CERAS;0,112,250;DIVERSEY ESPAÑA, S.L.;103,9;1;;0;250
14005;;JONCLEAN 20 (20L.);251;DESPARAFINANTES;0,112,251;DIVERSEY ESPAÑA, S.L.;55,78;1;;0;251
14210;100860016;JONCLEAN 24 (ENV 20L.);251;DESPARAFINANTES;0,112,251;DIVERSEY ESPAÑA, S.L.;75,19;1;;0;251
14405;7516917;JONCLEAN 22 (20L);247;DETERGENTES ALCALINOS;0,112,247;DIVERSEY ESPAÑA, S.L.;81,44;1;;0;247
14705;;JONCLEAN DESGRASEL (20L.);252;DESENGRASANTE MOTORES;0,112,252;DIVERSEY ESPAÑA, S.L.;80,42;1;;0;252
15120;;JONCLEAN FLASH (BOMBONA 20L.);253;OTROS QUIMICOS INDUSTRIA;0,112,253;DIVERSEY ESPAÑA, S.L.;171,89;1;;0;253
15850;7517709;JONCLEAN 707 (20L);246;METAL E INDUSTRIA;0,112,246;DIVERSEY ESPAÑA, S.L.;69,96;1;;0;246
16010;;JONCLEAN 18 (ENV 20L.);246;METAL E INDUSTRIA;0,112,246;DIVERSEY ESPAÑA, S.L.;154,99;1;;0;246
16350;;JONCLEAN 420 (20L);246;METAL E INDUSTRIA;0,112,246;DIVERSEY ESPAÑA, S.L.;0;1;;0;246
17720;7512200;DI JONTEC 300 J-FLEX 1x1,5L;201;OTROS QUIMICOS SUELOS;0,107,201;DIVERSEY ESPAÑA, S.L.;35,59;1;C:\SALIDA\img\017720.JPG;0;201
18200;387410;ROCIADORA HIDRAULICA J 150;284;ROCIADORAS;0,115,284;DIVERSEY ESPAÑA, S.L.;2259,64;1;;0;284
18260;;BOMBA DOSIFICADORA MANUAL HPP1 10-30ML HAND PUSH P;286;ACCESORIOS PARA DOSIFICACION;0,115,286;DIVERSEY ESPAÑA, S.L.;48,6;1;;0;286
18400;;DOSIFICADOR JONCLEAN 1'5 KG;147;EQUIPOS DE DOSIFICACION;0,103,147;DIVERSEY ESPAÑA, S.L.;17,65;1;;0;147
19600;;ROCIADORA MANUAL;284;ROCIADORAS;0,115,284;DIVERSEY ESPAÑA, S.L.;63,18;1;;0;284
19902;7514239;JD DELLADET SV2 (20L);344;OTROS QUIMICOS;0,129,344;DIVERSEY ESPAÑA, S.L.;67,36;1;;0;344
20029;7517117;TASKI JM HYG. MICROMOP RED 40CM 5PC W1;291;SISTEMA JONMASTER;0,117,291;DIVERSEY ESPAÑA, S.L.;0;1;;0;291
20031;7518127;TASKI STANDAR DAMP MOP 40 20 PC W1;291;SISTEMA JONMASTER;0,117,291;DIVERSEY ESPAÑA, S.L.;115,31;1;;0;291
20033;7518131;7518131 TASKI STANDARD DAMP MOP HD 40 20 PC W1;291;SISTEMA JONMASTER;0,117,291;DIVERSEY ESPAÑA, S.L.;153,6;1;;0;291
20034;7518123;TASKI STANDARD DRY MOP 40 20 PC W1;291;SISTEMA JONMASTER;0,117,291;DIVERSEY ESPAÑA, S.L.;151,16;1;;0;291
20035;7518124;TASKI SATANDARD DRY MOP 60 20 PC W1;291;SISTEMA JONMASTER;0,117,291;DIVERSEY ESPAÑA, S.L.;190,91;1;;0;291
20036;7517114;TASKI JM HYG. ALLROUND MOP 40CM 5PC W1;291;SISTEMA JONMASTER;0,117,291;DIVERSEY ESPAÑA, S.L.;90,2;1;;0;291
20037;7515399;TASKI JM PRO ALLROUND MOP 40CM 5PC W1;291;SISTEMA JONMASTER;0,117,291;DIVERSEY ESPAÑA, S.L.;83,82;1;;0;291
20038;7518131;7518131 TASKI STANDARD DAMP MOP HD 40 1PC W1;291;SISTEMA JONMASTER;0,117,291;DIVERSEY ESPAÑA, S.L.;7,68;1;;0;291
20039;7518939;TASKI JM ULTRA INTERIOR MOP 5PC W1;291;SISTEMA JONMASTER;0,117,291;DIVERSEY ESPAÑA, S.L.;0;1;;0;291
20041;7517364;TASKI PARA CUBETA BAYETAS AMARILLA 1PC;301;CUBETAS;0,119,301;DIVERSEY ESPAÑA, S.L.;8,67;1;;0;301
20047;7517287;TASKI LAUNDRY BAG SMALL 1PC WE;307;ACCESORIOS Y REPUESTOS CARROS;0,121,307;DIVERSEY ESPAÑA, S.L.;21,1;1;;0;307
20048;7517286;TASKI LAUNDRY BAG LARGE 1PC WE;307;ACCESORIOS Y REPUESTOS CARROS;0,121,307;DIVERSEY ESPAÑA, S.L.;25,53;1;;0;307
20049;7517282;7517282 TASKI MOP FRAME HOLDER 1PC WE;291;SISTEMA JONMASTER;0,117,291;DIVERSEY ESPAÑA, S.L.;33,78;1;;0;291
20101;7514574;TASKI MICROEASY ROJA (5UNID.);288;BAYETAS UNITARIAS;0,116,288;DIVERSEY ESPAÑA, S.L.;8,62;1;;0;288
20102;7514575;TASKI MICROEASY AZUL (5UNID.);288;BAYETAS UNITARIAS;0,116,288;DIVERSEY ESPAÑA, S.L.;8,62;1;;0;288
20103;7514576;TASKI MICROEASY AMARILLA (5UNID.);288;BAYETAS UNITARIAS;0,116,288;DIVERSEY ESPAÑA, S.L.;8,62;1;;0;288
20105;7514577;TASKI MICROEASY VERDE (5UNID.);288;BAYETAS UNITARIAS;0,116,288;DIVERSEY ESPAÑA, S.L.;8,62;1;;0;288
20106;7505830;MICROQUICK ROJA (5 UNID.);288;BAYETAS UNITARIAS;0,116,288;DIVERSEY ESPAÑA, S.L.;12,91;1;;0;288
20107;7505840;TASKI MICROQUICK AZUL (5 UNID.);288;BAYETAS UNITARIAS;0,116,288;DIVERSEY ESPAÑA, S.L.;12,91;1;;0;288
20113;7505850;TASKI MICROQUICK AMARILLA (5U);288;BAYETAS UNITARIAS;0,116,288;DIVERSEY ESPAÑA, S.L.;12,91;1;;0;288
20114;7505860;TASKI MICROQUICK VERDE (5U);288;BAYETAS UNITARIAS;0,116,288;DIVERSEY ESPAÑA, S.L.;12,91;1;;0;288
20117;244292;TASKI MICROLIGHT BLUE 25 PC  WE;;;;DIVERSEY ESPAÑA, S.L.;33,69;1;;0;
20118;244292;TASKI MICROLIGHT BLUE WE (U);;;;DIVERSEY ESPAÑA, S.L.;1,3476;1;;0;
20119;7505840;TASKI MICROQUICK AZUL (U);288;BAYETAS UNITARIAS;0,116,288;DIVERSEY ESPAÑA, S.L.;2,582;1;;0;288
20121;244291;TASKI MICROLIGHT ROJA (U);288;BAYETAS UNITARIAS;0,116,288;DIVERSEY ESPAÑA, S.L.;1,3476;1;;0;288
20122;7505830;MICROQUICK ROJA (U);288;BAYETAS UNITARIAS;0,116,288;DIVERSEY ESPAÑA, S.L.;2,582;1;;0;288
20123;7514574;TASKY MICROEASY MICROFIBRA ROJA (U);288;BAYETAS UNITARIAS;0,116,288;DIVERSEY ESPAÑA, S.L.;1,724;1;;0;288
20125;244291;TASKI MICROLIGHT ROJA 25U;288;BAYETAS UNITARIAS;0,116,288;DIVERSEY ESPAÑA, S.L.;33,69;1;;0;288
20126;244293;244293 TASKI MICROLIGHT AMARILLA 25U;288;BAYETAS UNITARIAS;0,116,288;DIVERSEY ESPAÑA, S.L.;33,69;1;;0;288
20129;7517514;7517514 TASKI MICROSTANDARD AMARILLA 20U;;;;DIVERSEY ESPAÑA, S.L.;40,36;1;;0;
20131;7517512;TASKI MICROSTANDARD AZUL 20U;288;BAYETAS UNITARIAS;0,116,288;DIVERSEY ESPAÑA, S.L.;40,36;1;;0;288
20133;7505860;TASKI MICROQUICK VERDE (U);288;BAYETAS UNITARIAS;0,116,288;DIVERSEY ESPAÑA, S.L.;2,582;1;;0;288
20134;7514575;BAYETA MICROEASY MICROFIBRA 100 LAV.AZUL;288;BAYETAS UNITARIAS;0,116,288;DIVERSEY ESPAÑA, S.L.;1,724;1;;0;288
20135;7505850;TASKI MICROQUICK AMARILLA (1U);288;BAYETAS UNITARIAS;0,116,288;DIVERSEY ESPAÑA, S.L.;2,582;1;;0;288
20137;7514576;TASKI MICROEASY AMARILLA (1UNID.);288;BAYETAS UNITARIAS;0,116,288;DIVERSEY ESPAÑA, S.L.;1,724;1;;0;288
20138;7517512;TASKI MICROSTANDARD AZUL 1U;288;BAYETAS UNITARIAS;0,116,288;DIVERSEY ESPAÑA, S.L.;2,018;1;;0;288
20139;244293;BAYETA TASKI MICROLIGHT AMARILLA;288;BAYETAS UNITARIAS;0,116,288;DIVERSEY ESPAÑA, S.L.;1,3476;1;;0;288
20141;7517511;TASKI MICROSTANDARD ROJA 1U;288;BAYETAS UNITARIAS;0,116,288;DIVERSEY ESPAÑA, S.L.;2,018;1;;0;288
20145;7517514;TASKI MICROSTANDARD AMARILLA (U);;;;DIVERSEY ESPAÑA, S.L.;0;1;;0;
20236;7517441;SUMA LAVETTE AMARILLO (25U);288;BAYETAS UNITARIAS;0,116,288;DIVERSEY ESPAÑA, S.L.;15,44;1;;0;288
20240;7517439;SUMA LAVETTE AZUL (25U);288;BAYETAS UNITARIAS;0,116,288;DIVERSEY ESPAÑA, S.L.;15,44;1;;0;288
20244;7517438;7517438 SUMA LAVETTE ROJO (25U);288;BAYETAS UNITARIAS;0,116,288;DIVERSEY ESPAÑA, S.L.;15,44;1;;0;288
20248;7517440;7517440 SUMA LAVETTE VERDE (25U);288;BAYETAS UNITARIAS;0,116,288;DIVERSEY ESPAÑA, S.L.;15,44;1;;0;288
20255;7517116;TASKI MICROEASY HYG.ALLROUND MOP 5PC;270;MOPAS;0,115,270;DIVERSEY ESPAÑA, S.L.;85,45;1;;0;270
20260;7511081;7511081 TASKI ALLEGRO AMARILLA (25U.);288;BAYETAS UNITARIAS;0,116,288;DIVERSEY ESPAÑA, S.L.;8,36;1;;0;288
20300;7500010;MANGO PLASTICO;;;;DIVERSEY ESPAÑA, S.L.;10,27;1;;0;
20305;7516106;TASKI MICROEASY MOP FRAME 1PC;269;BASTIDORES Y SOPORTES;0,115,269;DIVERSEY ESPAÑA, S.L.;38,02;1;;0;269
20308;7517291;PRENSA TASKI DOBLE CUBO;307;ACCESORIOS Y REPUESTOS CARROS;0,121,307;DIVERSEY ESPAÑA, S.L.;89,31;1;;0;307
20322;7516110;TASKI MICROEASY TELESC.HANDLE BLUE 1PC;319;PALOS TELESCOPICOS;0,124,319;DIVERSEY ESPAÑA, S.L.;10,78;1;;0;319
20325;7511242;MOPA 300 GRS.  5U.;270;MOPAS;0,115,270;DIVERSEY ESPAÑA, S.L.;35,04;1;;0;270
20341;7514577;BAY.MICROFIBRA MICROEASY 100 LAV.VERDE (U);288;BAYETAS UNITARIAS;0,116,288;DIVERSEY ESPAÑA, S.L.;1,724;1;;0;288
20348;7505060;TASKI LAMELLO 60CMS (PARA BARRIDO HUMEDO);;;;DIVERSEY ESPAÑA, S.L.;60,04;1;;0;
20352;7502370;TASKI FLORTEX 60CMS (10U);;;;DIVERSEY ESPAÑA, S.L.;96,42;1;C:\SALIDA\img\020352.JPG;0;
20353;7502370;TASKI FLORTEX 60CMS (U);274;GASAS;0,115,274;DIVERSEY ESPAÑA, S.L.;9,642;1;;0;274
20356;7511298;TASKI FLORZIP 60CMS (150U);;;;DIVERSEY ESPAÑA, S.L.;8,8;1;;0;
20571;7516154;TASKI JM ULTRA CLOTH YELLOW 1PC;291;SISTEMA JONMASTER;0,117,291;DIVERSEY ESPAÑA, S.L.;3,668;1;;0;291
20572;416090;JM PROCLOTH VERDE (20U.);288;BAYETAS UNITARIAS;0,116,288;DIVERSEY ESPAÑA, S.L.;70,69;1;;0;288
20574;7516153;TASKI JM ULTRA CLOTH GREEN 20PC;291;SISTEMA JONMASTER;0,117,291;DIVERSEY ESPAÑA, S.L.;73,36;1;;0;291
20575;7516153;TASKI JM ULTRA CLOTH GREEN 1PC;291;SISTEMA JONMASTER;0,117,291;DIVERSEY ESPAÑA, S.L.;3,668;1;;0;291
20576;7516151;TASKI JM ULTRA CLOTH AZUL 20PC;288;BAYETAS UNITARIAS;0,116,288;DIVERSEY ESPAÑA, S.L.;73,36;1;;0;288
20577;7516151;TASKI JM ULTRA CLOTH AZUL (U);;;;DIVERSEY ESPAÑA, S.L.;3,668;1;;0;
20578;7516154;TASKI JM ULTRA CLOTH YELLOW 20PC;291;SISTEMA JONMASTER;0,117,291;DIVERSEY ESPAÑA, S.L.;73,36;1;;0;291
20584;416100;JM PROCLOTH AMARILLA (20U);288;BAYETAS UNITARIAS;0,116,288;DIVERSEY ESPAÑA, S.L.;70,69;1;;0;288
20585;416100;JD JM PROCLOTH AMARILLA (U);288;BAYETAS UNITARIAS;0,116,288;DIVERSEY ESPAÑA, S.L.;8,19;1;;0;288
20586;416090;JD JM PROCLOTH VERDE (U);288;BAYETAS UNITARIAS;0,116,288;DIVERSEY ESPAÑA, S.L.;0;1;;0;288
20587;7514630;JD JM ULTRA VELCRO 60 CM (SET);291;SISTEMA JONMASTER;0,117,291;DIVERSEY ESPAÑA, S.L.;8,608;1;;0;291
20588;7516152;TASKI JM ULTRA CLOTH ROJA 20U;288;BAYETAS UNITARIAS;0,116,288;DIVERSEY ESPAÑA, S.L.;73,36;1;;0;288
20589;7516152;TASKI JM ULTRA CLOTH  ROJA (UNIDAD);;;;DIVERSEY ESPAÑA, S.L.;3,668;1;;0;
20591;7515023;JD JM PROWINDOW CLOTH (UNIDAD);288;BAYETAS UNITARIAS;0,116,288;DIVERSEY ESPAÑA, S.L.;5,524;1;;0;288
